 1.02059163e-06  9.76473376e-02 
 1.02093298e-06  9.60677637e-02 
 1.02140942e-06  9.37598851e-02 
 1.02212261e-06  9.02218308e-02 
 1.02309311e-06  8.53662407e-02 
 1.02407211e-06  8.04610759e-02 
 1.02510349e-06  7.52924547e-02 
 1.02629805e-06  6.93051224e-02 
 1.02745081e-06  6.35269127e-02 
 1.02926208e-06  5.44481127e-02 
 1.03225929e-06  3.94273561e-02 
 1.03562588e-06  2.25604857e-02 
 1.03944812e-06  3.41459721e-03 
 1.04000000e-06  6.50099639e-04 
 1.04037612e-06  3.08796914e-04 
 1.04112835e-06 -3.24734588e-05 
 1.04263281e-06 -3.41730333e-05 
 1.04564174e-06 -2.28548726e-05 
 1.04852606e-06 -2.47540085e-05 
 1.05429471e-06 -2.96428865e-05 
 1.06129669e-06 -3.41901872e-05 
 1.06934935e-06 -3.15195331e-05 
 1.07823900e-06 -2.66221639e-05 
 1.08802212e-06 -2.04031078e-05 
 1.10054793e-06 -1.46515278e-05 
 1.11420040e-06 -1.00508706e-05 
 1.12953518e-06 -7.05553756e-06 
 1.14448947e-06 -5.00428259e-06 
 1.16215801e-06 -3.63041288e-06 
 1.18158540e-06 -2.54639820e-06 
 1.20434203e-06 -1.85510505e-06 
 1.22948302e-06 -1.29329358e-06 
 1.25766118e-06 -9.57817443e-07 
 1.28931910e-06 -6.66177533e-07 
 1.32531898e-06 -4.93342276e-07 
 1.36531898e-06 -3.41979209e-07 
 1.40531898e-06 -2.63115993e-07 
 1.44531898e-06 -1.95796556e-07 
 1.48531898e-06 -1.54808874e-07 
 1.52531898e-06 -1.24518576e-07 
 1.56531898e-06 -9.64828867e-08 
 1.60531898e-06 -8.60017291e-08 
 1.64531898e-06 -6.20210122e-08 
 1.68531898e-06 -6.34640269e-08 
 1.72531898e-06 -4.01711684e-08 
 1.76531898e-06 -4.96113512e-08 
 1.80531898e-06 -2.55512393e-08 
 1.84531898e-06 -4.06544978e-08 
 1.88531898e-06 -1.53850591e-08 
 1.92531898e-06 -3.45894815e-08 
 1.96531898e-06 -8.15072536e-09 
 2.00000000e-06 -3.06577468e-08 
